text,label,summary
"Like others, I have seen and studied most of the books and films concerning the Clutter Killings, including a few dramatic works thematically based on the actions and psycho-mythology of the participants to the crime -- including Capote himself. As to Capote, I cannot forgive him for willfully withholding Perry Smith's confessions, intimacies and writings from even the defense counsels. I believe truths and facts Capote ""reserved"" for his ""book,"" which required for Capote two guilty verdicts and capital punishment, would almost certainly have sustained a successful insanity defense for Perry Smith even under the old McNaughton Rule. Capote himself could never write another major literary work after ""In Cold Blood."" Shame and guilt. In my opinion, he willingly encouraged and planned the brutal capital punishment to provide the spectacular ending he required for his book/drama. To him, both men HAD to die for his book to succeed. The book had to justify itself by pretending it was about the horror of capital punishment. His actions and silence assured that ice-cold conclusion.<br /><br />Capote's book is not truth. It is not factual or journalistic. It is drama and melodrama spiced with his own creatively psychotic imagination. What most people consider the virtues of the contemporaneous first movie are stark images of Capote's mind, which may have been the most cold-blooded aspect of all. No wonder viewers ironically but necessarily prefer Blake's performance. That actor IS the nightmare from Capote's dishonest imaginings.<br /><br />So who is to say how the two killers should be played? Who is to judge what could make an essentially poetic psychotic snap from excessive courtesy and kindness to ""do it now"" killing? I agree with the few who see in Eric Roberts' work a magnificent performance, Shakespearean in its range, yet played with heartbreaking sincerity. Anthony Edwards takes a much safer ""attitude mode"" to create a smarmy Hickok; but he is one-dimensional and boring, with only a few notes in his television range. Roberts is almost four-dimensional, adding physical weakness and agony to a powerful animal body, a Frankenstein Creature who thinks in poetry and knows exactly what NOT to do. Like Leopold apropos Loeb, Robert's Perry Smith is hopelessly in love with an evil man. Without Hickok or a man of his particularities, Perry Smith would not have brought his psychotic mind into a world of horrors. He fears himself more than he fears anything else in life.<br /><br />Given the freedom from Capote's death grip on the consciousness of the Clutter killings, Roberts and Edwards are free to create original personalities and psychoses to craft a different and new production of the drama. Same facts, some of the same lines from the case record, but deeper, more complex, with clearly titanic psychotic stresses -- indeed Roberts is so good at this fluidic madness that he physically and facially demonstrates in every moment how little awareness he has of where or who he is.<br /><br />What many of our reviewers dislike about this film, Roberts in particular, is that cold-blooded killing isn't shown the way they expect and have been manipulated to demand. That is because here we are seeing a far more profoundly realistic ""interpretation of life and death"" than Capote could ever create -- a real Tragedy.<br /><br />The actual cold-blooded killer, Mr. Capote, and his hypocritically artistic ""non-fiction novel"" do not control these interpretations and performances.<br /><br />If ""In Cold Blood"" and Capote's effect on life, literature and truth matters as much as scholars say, then it takes guts as well as talent to portray the truth, or a version of the truth, that is not the rank, cowardly lie drawn up from the fathoms of Capote's own abyss.",1,"The author critiques Truman Capote's book 'In Cold Blood' as a manipulative and cold-blooded work that withheld crucial information to ensure a dramatic ending, and praises Eric Roberts' portrayal of Perry Smith in a film adaptation as a more nuanced and realistic interpretation of the killer's psyche."
"I admit I've only seen about three of Shakespeare's plays (Romeo & Juliet, Macbeth, & of course Hamlet) one I liked, the other I found so-so (Macbeth), and Hamlet I just found a masterpiece. I'm pleased to tell you that this adaptation is every bit as good as the intense and dramatic play. The acting is extremely strong (With a cast that features Kenneth Branagh, Robin Williams, and Billy Crystal how can you lose?) and the change in time period (Looks like somewhere between the 17 and 1800's) plays off beautifully as the characters move about and say their infamous lines straight from the script itself that any fan of the Shakespearean play will get chills from. If you're into this popular drama I highly urge you to watch this powerful 1996 adaptation from Shakespearean admirer Kenneth Branagh.",1,"Having seen only a few of Shakespeare's plays, including Romeo and Juliet, Macbeth, and Hamlet, I was thoroughly impressed by the 1996 adaptation of Hamlet, featuring a strong cast, beautiful production design, and faithful adaptation of the original script."
"This is the epitome of fairytale! The villains are completely wicked and the heroes are refreshingly pure. Danes, Deniro,and Pfieffer are wonderful as well as the new actor who plays the role of Tristan. Outstanding performances, delightful magic, funny and dramatic, and a perfect fairytale ending make this film absolutely fabulous! I'm not so sure all content is appropriate for younger children but for an older audience, there are plenty of hilarious subtleties! The previews do not do this movie justice! My fiancé and I were quite skeptical but were so thrilled we had taken a chance on this movie that I can only hope to assure anyone on the fence about this movie to give it a try!",1,"This fairytale film is absolutely fabulous, with outstanding performances, delightful magic, and a perfect ending, although it may not be suitable for younger children, but is a must-try for an older audience."
"This movie is a riot. I cannot remember the last time I had such a great time at the movies. I've seen a few good comedies in my time and usually they are pretty funny. But this one is wall to wall great lines. I think Best in Show is the last movie that I laughed so hard and so much in. The movie was non-stop until the end when they did the 5 minutes of sentimental plot clean up. Other than that it's a constant barrage of one liners and goofy situations. I'd like to see it again before it leaves the theater because this is like the Zucker movies where you don't get all the jokes the first time around. You have to see it two or three times to get it all in.<br /><br />As far as the actual film goes, it could have used a better edit, it's choppy at times but we have to be forgiving for that. All the characters are great. It's not like an Adam Sandler movie where he tries to be funny and everyone else suffers around him and is the butt of the joke. I think I will remember all the main characters for years to come because they are all so likable. No victims in this movie. Also, thank God they got a 45 year old actress to play his girlfriend. Catherine Keener plays her and she is a sweetheart in this film. You just wish that women like her really existed. She's not a ""10"" like some of the other leading ladies but somehow her smile is warmer than Julia Roberts overdone overbite.<br /><br />If you see the trailer for this film you may not think too highly of it. I assure you, the trailer does not do it justice. They do not give away all the good jokes. Just some of the mediocre ones.<br /><br />Oh and one more thing. I hope critics put this on their top ten list. Many of them complain that comedies don't get the recognition they deserve and then at the end of the year they don't put it on their list. This means you Ebert!!!",1,"This movie is a hilarious, non-stop barrage of one-liners and goofy situations with lovable characters, great acting, and a sweetheart of a leading lady, Catherine Keener, that far surpasses its mediocre trailer and deserves to be on the top ten list of critics who often overlook comedies."
"I'm rather surprised that no reviewer so far has commented on the rather elementary chess blunder in Luzhin's game as white against an unnamed opponent immediately before the final. Despite the use of Jonathan Speelman as consultant chess expert, Luzhin is shown winning the game with an illegal move. In between the rapid cuts away and back to the board it is not hard to spot that after Luzhin's combination culminating in a queen sacrifice, his rook on d1 is still pinned by black's rook at c1 against his king in the corner at h1. Thus he is unable to play the purported mating move Rd1-d8 which would be illegal - but he's shown doing so to rapturous applause from the audience.",1,"Despite employing a chess expert, the film shows Luzhin winning a game with an illegal move, which is easily spotted, as his rook on d1 is pinned by black's rook against his king, making the purported mating move impossible."
"i say the domino principle is an enormously underappreciated film.anyone who has taken the time to investigate our contemporary history of conspiracies;jfk, rfk, mlk,g.wallace and in fact numerous others can only draw the conclusion that the author of the domino principle really knew what he was talking about.roy tucker could be lee harvey oswald or james earl ray or sirhan sirhan or arthur bremer maybe even john hinkley or timothy mcveigh.to mention a few.the conspiracy scenario involving spies, big business and political assassinations is not really a fiction but an ominous part of our convoluted existential history.god help us,but the domino principle is more fact than fantasy.if this causes a little loss of sleep, maybe it should.don't take my word for it,investigate for yourselves.",1,"The Domino Principle is an underappreciated film that eerily mirrors our real-life history of conspiracies and assassinations, making it more fact than fiction and worth investigating for oneself."
"This couldn't have been better. The strong restraints on Mike Sullivan's expressions couldn't have been portrayed in any other way. Tom Hanks delivers the best performance of his career. Young Tyler Hoechlin drives an emotional wheel; playing the basis character for the story. And veteran Paul Newman gives one of his best character performances in a long time.<br /><br />This film is based on a bold graphic novel by Max Allan Collins and Richard Piers Rayner. This is a father/son story which basically employs the two candidates solely unfit for the roles. Mike Sullivan had no father as a child, so John Rooney took him in. Although a generous man, Mr. Rooney involved himself in organized crime. Therefore, the debt of Sullivan was only to be paid off in involving himself in the business. Now, Sullivan has a wife and two children and is trying to keep his children safe, but at the same time pay back his boss. The events to follow, will test Sullivan's loyalty and embrace his family's fate.<br /><br />With a great adaptation by David Self, the dialogue comes out seldomly, but yet very virtuous. The story unfolds in a beautiful 1930's setting (Brilliant Art Direction by Richard L. Johnson & Nancy Haigh) covered with a dark rainy (snow on the ground) exterior. Driving the story, is Thomas Newman's wonderful Irish score, settling in only when necessary.<br /><br />But the most important technical element in the film is Conrad L. Hall's beautiful photography. This is some of the best cinematography I've seen; and I watch a lot of films. The scene when Mike and Michael are in the car, entering Chicago is quite impressive. The shot starts at the front of the car, revealing Mike(Hanks) through the windshield. It subsequently dollys around to the side of the car, to see Michael(Hoechlin) awakening and peering out his side window. As it continues, it trucks sideways and dollys back, completely around the car and reveals a gorgeous scenic 1930's Chicago.<br /><br />With a great cast and crew, the principle man creates a brazenly amazing film. I'm talking about Sam Mendes, who made his feature film debut in 1999 with American Beauty. (won him various awards) Before American Beauty, Mendes worked as a play director for the British Theater, but decided that he wanted to move on saying that there was nothing new for him in theater. With only two films, Sam Mendes has marked himself in my book as one of the great directors (In a list of about twenty-five).<br /><br />The film illuminates a brazen genre that has its hits and misses and expresses the true theme brilliantly. The photography, acting and story is phenominal. I'm still waiting for Scorcesee's Gangs of New York, but for now, I'm fully confident in saying that this is the ""Best Film of the Year"". Considering it's competition (Signs, Insomnia, Minority Report) thats a strong statement.",1,"This film, directed by Sam Mendes and featuring outstanding performances from Tom Hanks, Tyler Hoechlin, and Paul Newman, is a beautifully crafted and emotionally powerful adaptation of a graphic novel, with stunning cinematography, a great score, and a strong story that explores themes of family, loyalty, and fate."
"I remember Casper comic books, but don't remember any cartoons. Maybe they weren't memorable; I don't know but at my advanced age, here I am watching this very early Casper animated short yesterday. Afterward, I was shocked to read the user-comments here. Did people miss the ending?<br /><br />I have to learn all over again that Casper isn't like the other ghosts, who like to go out each night and scare the c--p out of everyone. ""He sees no future in that,"" according to the narrator here. Instead, one night he goes out to the rural section of town, inadvertently scares some animals and can't find any friends. It brings him to tears, until a little fox hears him bawling and befriends him. The two become buddies but soon, the fox is running for his life with a fox hunt in progress.<br /><br />Other reviews have all mentioned what happens, so I'll touch on that, too. The fox is killed by hunting dogs (not shown) and Casper is in tears for losing ""the only friend I ever had."" But, nobody mentions the happy ending to this story. ""Ferdie"" the fox becomes a spirit-figure like Casper, jumps on his lap, licks his face and the narrator comments ""they lived happily ever after."" Both characters look overjoyed.<br /><br />What is so sad about that? This is a nice story with a nice, happy ending.",1,"I recently watched an old Casper animated short, which told a heartwarming story about the friendly ghost's search for friendship, loss, and ultimately, a reunion with his fox friend in the afterlife, ending on a happy note."
"Unfortunately, Jean Eustache (1938-1981) belongs like so many once leading French film makers nowadays to the great unknown ones whose movies are hard to find and are not released on international DVDs. Since we have a good old-fashioned video-store in Tucson, I had the chance to watch this 3 1/2-hour marathon masterwork that is not boring for ten seconds.<br /><br />Since we speak here about one of the most discussed (and most controversially discussed) movies of all times, let me tell you my impression that the endless dialogs, originally typical for the early ""Nouvelle Vague"" of a Jacques Rivette or Alain Resnais appear almost ridiculous in this movie. The dialogs are basically monologues, mainly the longest ones spoken by Jean-Pierre Léaud. The most characteristic feature is that the intersections of the speeches of two people is almost zero. Léaud, or his character, Alexandre, pleases to tell more about himself than about the topics he is seemingly to speak. Therefore, one can hardly speak about communication in this movie. It is well possible that the director had a gargantuan satire in mind against the idle running of the once so hotly discussed political and sociological ideas, but the type of man Alexandre exists to all times, we find him already in Petron's ""Satiricon"", which work has actually great resemblance with ""The Mother and the Whore"".<br /><br />Alexandre does not only nothing, but he has developed an own kind of metaphysics about the absence of acting, at least acting in the sense of responsibility toward the society whose part he is. He mocks at the people who run to work at 7 c'clock in the morning, when he is just busy having his last drink before he goes to bed in the apartment of one of his girlfriends from whose money he lives. He is unable to speak one sentence without quoting one of the leading thinkers between Nietzsche and Bernanos. Especially Sartre who is shown quickly in the French intellectual café ""Aux Deux Magots"", where Alexandre, too, is sitting all day, must serve as excuse for the life-style of Alexandre and his colleagues, because they suffer existential crisis from bourgeois nausea. However, the intellectual speeches of Alexandre seem to be rather pseudo-intellectual, and the sentences and quips he cites seem to come rather from a dictionary of quotations than from his actual reading of the respective books.<br /><br />It is true: This movie demands an extremely broad European knowledge, especially the connoisseurship of French existentialist philosophy and there consequences to the 68 student revolution movement, but if you have this knowledge, than you will enjoy 215 minutes of your life by staring amazed into the TV and crying out with laughing like you have probably not done it since a long time.",1,"Jean Eustache's 3 1/2-hour film masterpiece, 'The Mother and the Whore', is a satire of idle intellectualism, featuring pseudo-intellectual monologues and showcasing the director's critique of French existentialist philosophy and its consequences on the 1968 student revolution movement."
"my name is Heather and i am the girl whose story this movie was based on. I want to thank all of you who saw this movie and enjoyed it. as crude and harsh as some of the things that were depicted in this movie were, it didn't really even come close to describing how bad things actually were. not to mention the affect everything had on my mother and little sister. thanks once again for the great comments that everyone had,i truly appreciate them<br /><br />Hi everyone!<br /><br />This is Heather's mom. It's hard to believe that so many years have gone by since this movie was made. Harder even to believe that people were still watching it a year ago. For any of you out there who have gone thru the same or similar kind of situation, please know that there are people out here in cyberspace that do understand completely how you feel. Our thoughts and prayers are with each and every one of you.",1,"Heather, the inspiration behind the movie, thanks viewers and shares that the film didn't fully convey the harsh reality, and her mother expresses solidarity with those who have experienced similar situations, offering thoughts and prayers."
"Many of these other viewers complain that the story line has already been attempted. That may be so, but the addition of the narrator and Dr.Suess like scenery makes this show a must watch. With adult innuendo throughout the series and a touch of childhood through the set, the show is both reminiscent and invigorating. The investigative portion of the show is not what drags viewers in. The twisted plot and love lines scattered throughout this seeming paradise are what keep loyal viewers coming back for more. This is a success that ABC should never let go of. Bravo ABC. LOST was getting old, way to revitalize prime time. 9 episodes prior to the writers strike left audiences wanting more.",1,"This show is a must-watch, with its unique blend of adult innuendo, childhood nostalgia, and twisted plotlines, making it a prime time revitalizer that ABC should never let go of."
"I loved this film. I thought it would be easy to watch, and easy to forget. I ran out after watching this to buy the DVD, obv not easily forgotten!<br /><br />The script is brilliant, and the casting couldn't be more perfect. Each character has their moment, and I laughed hard throughout this film, comedic timing was spot-on.<br /><br />",1,"I loved this film, which exceeded my expectations with its brilliant script, perfect casting, and spot-on comedic timing, making it impossible to forget and prompting me to buy the DVD immediately."
Touching; Well directed autobiography of a talented young director/producer. A love story with Rabin's assassination in the background. Worth seeing !<br /><br />,1,"This well-directed autobiography of a talented young director/producer is a touching love story set against the backdrop of Rabin's assassination, making it worth seeing."
"After some of the negative reviews i heard on this movie, i was doubtful of giving it a go, but i had £3.99 in my wallet & thought id gamble on buying a budget like movie & saw this and gave it ago & I'm glad i did, i enjoyed it. Directed by The star of films such as Chain Reaction, the Ring, Bourne Identity,(Brian Cox) i had to gamble with this even if it was rubbish but it weren't at all, i found some of the humour quite funny especially Alfred Molina the star of Spider-man 2 the Character Doc Ock. He was excellent the most enjoyable part of the film. Of course like many other people which bought this movie i saw Matthew's name, and that made me get it! and no his part isn't big at all, it's very short at the very end of the film, it's not a big part which makes me believe thats why people hate the film. I suggest you give it a go. Some parts are a pit poor that needed polishing, the acting, and a bit more action. But it's watchable.",1,"Despite initial doubts due to negative reviews, I'm glad I gambled on buying this budget movie, which I enjoyed, particularly Alfred Molina's humorous performance, and I suggest others give it a try despite some flaws."
"I know Anime. I've been into it long before it became a national phenomenon; i loved Ranma before most people knew what Dragonball Z even was. And just so you know I'm not bragging about my, let me say this: out of all the animes I've seen, Castle in the Sky is by far one of the best. It's obvious people say Spirited Away is the best, but I really disagree. Most people only know that movie because it one an Acedmy Award; this isn't an exaggeration - I've shown Princess Mononoke and Castle in the Sky to people who'd only ever seen Spirited Away, and they agree that the latter two are the superior of the three. Personally, I'd never thought that anything could compare to Princess Mononoke, until I finally saw Castle in the Sky. I still think that the prior is the better of the two, but Castle in the Sky is easily on par with it; in many ways, Castle has major elements that Mononoke was missing. In either case, if you've only seen Spirited Away, and think that that is Miyazaki's best film, be prepared to have your earth shaken.",1,"As a long-time anime fan, I believe Castle in the Sky is one of the best, surpassing even Spirited Away, and is on par with Princess Mononoke, which I still think is slightly better."
"This film is an absolute classic for camp. That is why it was an Elvira and MST3000 classic. Everyone knows the story. Scientist keeps his girlfriend's head alive in a lasagna pan in his basement while he cruises town and tries to find her a body by checking out the local chicks. Finally he finds a real hourglass body with a scar-faced chick's head on top. The severed head makes friends with the failed experiment in the closet and the conehead comes out of the closet and rips off the assistant's remaining ""good"" arm (his other is not right from a scientist's earlier failure), and the whole place burns down.<br /><br />The movie scared us so much as kids that my friend wouldn't go into his basement for a year after seeing it. As kids we ranked the scariest movies of all time and this one was number four. Only one of those scary movies was really any good (the Original ""The Haunting"".)<br /><br />I had to give this movie a seven rating for the tremendous amount of entertainment value it offers. Its eerie effect because of the crappy production and the weird sexual angle when the scientist looks for the bodies (complete with porno sound track) scares the hell out of innocent children, while the ridiculous aspects make it prime material for watching talking and laughing. I could watch this film tonight and enjoy it while I'd rather go to the Dentist than watch ""Chicago"" again.<br /><br />Seven is the most I can give it, because its entertainment value is mere luck. The film , as cinema, is a disaster.",1,"This campy classic film, which follows a scientist's efforts to find a new body for his girlfriend's severed head, is hilarious and entertaining despite its low production quality and eerie atmosphere, making it a great watch for nostalgic laughs and ironic enjoyment."
"1991 saw the release of the two best sequels of all time: TERMINATOR 2: JUDGMENT DAY and BILL & TED'S BOGUS JOURNEY. Out of the two, I've always liked BILL & TED'S BOGUS JOURNEY a bit better. TERMINATOR 2: JUDGMENT DAY is the better made, but there's just nothing like Bill and Ted. Besides Chris Farley and David Spade in TOMMY BOY, it's hard to think of a greater comedic duo than Bill and Ted. They are one of a kind.<br /><br />Seemingly influenced by National Lampoon's O.C. and Stiggs, Bill and Ted were created by Ed Solomon and Chris Matheson, two incredibly talented writers who invented the duo while performing at a local theater in L.A. back in the 1980s. The two quickly began writing a screenplay about two and before long BILL & TED'S EXCELLENT ADVENTURE was born. The film, shot in 1987 and released in 1989, became a big box office success and an instant cult classic. It wasn't long before work began on the sequel. Stephen Herek, the director of 'EXCELLENT ADVENTURE' wasn't keen on working on the sequel since he considered it to be too mean-spirited and unlike the first one so Peter Hewitt, making his feature film debut, was brought in to direct the sequel. There couldn't have been a better director for the job. BILL & TED'S BOGUS JOURNEY is marvelously directed. It's filled with its own unique style and energy that can't be matched.<br /><br />What makes 'BOGUS JOURNEY' one of the best sequels ever is that it while it is darker than the original, it is just as fun. It doesn't change the characters like most sequels do. Bill and Ted are the same lovable characters that they were in the first film. This is because it was written by the original writers. Most sequels are not written by the same writers as the first one, but since 'BOGUS JOURNEY' had the same screenwriters, it ended up being just as good as 'EXCELLENT ADVENTURE' if not even better. Just like the first one, 'BOGUS JOURNEY' is absolutely hilarious, well written, fun, and above all, original. It's filled with spectacular special effects and fantastic comedic performances from Alex Winter, Keanu Reeves, and William Sadler. It's an unforgettable 'journey'. 10/10",1,"The year 1991 saw the release of two of the best sequels of all time, Terminator 2: Judgment Day and Bill & Ted's Bogus Journey, with the latter being a marvelously directed, hilarious, and original film that stayed true to its lovable characters and surpassed the first installment in many ways."
"This isn't exactly a great film, but I admire the writers and director for trying something a little different. The film's main theme is fate and small, seemingly insignificant things that can greatly change the future. In some ways this reminds me of the film SLIDING DOORS, though instead of focusing on one random event, seemingly random stuff happens repeatedly and each one helps build to the cute conclusion. Plus, an odd bald guy seems to understand all this and he talks about this during one brief scene--like he's some sort of omnipotent being but there's absolutely no explanation of him in the film (like the two guys that fight each other in the clock tower in THE HUDSUCKER PROXY).<br /><br />The DVD jacket shows just Audrey Tautou. This is capitalize on her success in AMELIE, though she is only one of many actors in the film and there is no one starring role. The pace is brisk, the acting fine and the conclusion isn't bad at all. The only reason I didn't score it higher is that some of the characters were a bit uninteresting and I think the movie could have perhaps been tightened up with a few less subplots.",1,"This film, despite not being great, admirable for its unique approach to exploring fate and small events' impact on the future, features a brisk pace, fine acting, and a cute conclusion, although some characters and subplots could be improved."
"If you are a fan of Zorro, Indiana Jones, or action in general this is a must-see. Directed by Republic's ace team of William Witney and John English, and starring Reed Hadley as Don Diego/Zorro, this serial delivers! I won't bore you with the plot (who cares? less talking, more fighting); what really matters here is Hadley's superb interpretation of the character/s and the stunt work of Dale van Sickel and Yakima Canutt. <br /><br />***STUNT SPOILERS FOLLOW ***<br /><br />You can see the influence this film had on Lucas and Spielberg -- Zorro gets caught in the original version of the Star Wars trash compactor in one chapter, trapped on a rope bridge a'la Temple of Doom in another, does a Raiders horse-to-coach transfer and even flees through a tunnel while the baddies knock over a huge water tank and flood the tunnel behind him, exactly as Mola Ram does to Indy in Temple of Doom. In addition to all this, the whip action is great as Zorro disarms villains, swings to safety, etc. with his trusty lash. Most of the sword work is fair to lame, except for chapter one, which features a terrific sword brawl in a cantina choreographed by sword/stunt legend Ralph Faulkner, who makes a rare screen appearance as the evil Rodriguez. This was the first serial I ever saw, on Matinée at the Bijou when I was a kid and I have been hooked on them ever since. <br /><br />Zorro's Fighting Legion delivers ""Z"" goods!",1,"This 1939 serial, starring Reed Hadley as Don Diego/Zorro and featuring impressive stunt work, is a must-see for fans of action and adventure, influencing later films like Indiana Jones and Star Wars."
"Don't listen to the many acerbic and derisory comments heaped upon this film.....simply put, as regards ninja movies, this my friends is about as good as it gets! <br /><br />Yes it's silly, yes the acting and script are admittedly absolutely atrocious, but by gum - it's so much bloody fun! In fact, as is often the case with B-Movies, the horrendous 'acting' (which in the case of the movie in question, is truly amongst the worst I have ever had the joy to behold!) and ridiculous 'plot' actually only serve to elevate the enjoyment level ten fold.<br /><br />Obviously the fight scenes are the main attraction in this though and for the most part I'm pleased to say, they're very well choreographed, especially the final showdown (during which we witness that ninja are not ostensibly constrained by the normal laws of gravity....) <br /><br />Trust me on this, if you are a fan of ninja movies and you have not yet seen Sakura Killers, then you are truly missing out on what is in my opinion, one of the true jewels in the crown of the genre.",1,"Despite its silly and atrocious acting and script, Sakura Killers is a ridiculously fun ninja movie with well-choreographed fight scenes, making it a true jewel in the crown of the genre."
"This show is totally worth watching. It has the best cast of talent I have seen in a very long time. The premise of the show is unique and fresh ( I guess the executives at ABC are not used too that, as it was not another reality show). However this show was believable with likable characters and marvelous story lines. I am probably not in the age group they expect to like the show, as I am in my forty's, but a lot of my friends also loved it (Late 30's - mid 40's) and are dying for quality shows with talented cast members. I do not think this show was given enough time to gain an audience. I believe that given more time this show would have done very well. Once again ABC is not giving a show with real potential a real chance. With so many shows given chance after chance and not nearly worth it! They need to give quality shows a real chance and the time to really click and gain an audience. I really loved the characters and looked forward to watching each episode. I have been watching the episodes on ABC videos and the show keeps getting better and better. Although I think they owe us one more episode (Number 13?). We want to watch what we can! Bombard ABC with emails and letters and see if its possible to save this show from extinction. It certainly worked for Jerico. Some things are just worth saving and this show is definitely one of them. SIGN THE ONLINE PETITION TO ABC AT: http://www.PetitionOnline.com/gh1215/petition.html",1,"This show is a hidden gem with a talented cast, unique premise, and engaging storylines that deserves more time to gain an audience, and I urge everyone to petition ABC to save it from cancellation."
"Shannon Lee,the daughter of Bruce Lee,delivers high kicking martial arts action in spades in this exhilarating Hong Kong movie and proves that like her late brother Brandon she is a real chip off the old block. There is high tech stuntwork to die for in this fast paced flick and the makers of the Bond movies should give it a look if they want to spice up the action quotient of the next 007 adventure as there is much innovative stuff here with some fresh and original second unit work to bolster up the already high action content of ""AND NOW,YOU'RE DEAD"". When you watch a movie as fast paced and entertaining as this you begin to wonder how cinema itself was able to survive before the martial arts genre was created.I genuinely believe that movies in general and action movies in particular were just marking time until the first kung fu movies made their debut. Bruce Lee was the father of modern action cinema and his legitimate surviving offspring Shannon does not let the family name down here.Although there are several pleasing performances in this movie (Michel Wong for one)it is Shannon Lee whom you will remember for a genuinely spectacular performance as Mandy the hitgirl supreme.Hell;you may well come away whistling her fights!",1,"Shannon Lee, daughter of Bruce Lee, delivers high-energy martial arts action in a fast-paced Hong Kong movie, showcasing innovative stuntwork and a spectacular performance that proves she's a worthy successor to her legendary father's action cinema legacy."
"This has got to be a unique twists of two genres of ever seen. The giant monster movie genre with the living mummy movie genre. This unique blend makes for a unique and compelling story. The casts is outstanding, including TOM BOSLEY who as far as I know never has been in a horror movie before, ever. The effects are impressive and the idea of a giant mummy filled with smaller mummies is a cool one. My one complaint, I just wish we saw more of the giant mummy, but other then that I think they did a great job. The dialog, the characters and the story was perfect. The acting was wonderful. This has got to be the best movie to come out of the sci-fi channel. You heard me, the best movie to come out of the sci-fi channel. I give THE FALLEN ONES 9 OUT OF 10.",1,"This movie is a unique and compelling blend of a giant monster movie and a living mummy movie with an outstanding cast, impressive effects, and a cool idea, making it the best movie to come out of the sci-fi channel."
"Cat Soup at first seems to be a very random animated film. The best way I've been able to explain it is that it's quite acidic. Though it's not totally random. The story is about Nyatta, a young cat boy and his sister Nyaako. Nyaako is very ill and dies, however, Nyatta sees her soul being taken away by death and is able to retrieve half of it. The story is about their quest to bring Nyaako fully back to life.<br /><br />Though a lot of the content in this movie seems completely random, it is not. Most of it is symbolism for life, death and rebirth. You can also see references from other tales, such as Hansel and Gretal. This strangely cute short film has an interesting story, packed with a deeper meaning than what you see on the surface of the screen.",1,"Cat Soup, an animated film that initially appears random, tells the story of Nyatta, a young cat boy, and his sister Nyaako, in a quest to bring her back to life after death, with symbolic themes of life, death, and rebirth woven throughout."
"Even though Ian Kershaw distanced himself from this project due to inaccuracies in regards to Hitler's life and yes, this is dramatised, but essential. Robert Carlyle plays Hitler during his later years, during this documentary that only deals with Hitler from boyhood until he became Chancellor of Germany, including The Night of the Long Knives. This TV-film (also a two-part mini-series) shows how a series of factors allowed Hitler to come to power, e.g. the financial disaster of 1930.<br /><br />The series follows Hitler and little else, apart from the lives of Fritz Gerlich and Ernst Hanfstaengl. All in all, valuable and filled with interesting actors, yet I feel it should have been more tightly directed with stronger cinematography; most actors are portrayed in half-body shots which (for me) makes for a theatrical stance, not cinematic. The tempo is at times drowsy, and the film does suffer from it, being approximately 2,5 hours long.",1,"Although Ian Kershaw distanced himself from this project due to inaccuracies, the TV-film Hitler: Rise of Evil, starring Robert Carlyle, provides a valuable and interesting, albeit imperfect, portrayal of Hitler's life from boyhood to becoming Chancellor of Germany, despite some issues with direction, cinematography, and pacing."
"I actually really like what I've seen of this cartoon so far. Sure, the animation isn't the best, but frankly, I'd rather see this type of more cartoony style done quickly and cheaply than the old type of style done quickly and cheaply (which was starting to happen more and more often--it's only a style that looks good when a lot of time and effort is put into it). There's nothing wrong with the angular lines and the little black-dot eyes--in fact, I think it's really cute. As a kid I never thought Scooby-Doo's design was particularly adorable, but I think I might like it better know.<br /><br />Anyway, Shaggy has always been my favorite character, and believe it or not, but I think he has the most potential for some depth. Sure, the show doesn't center around the original ""Mystery-solving"" theme, but that was just a tired old formula anyway. Don't get me wrong--I'm sure there are writers out there who would be able to bring a lot more interest to Mystery Inc.'s traditional pursuits (which has been lacking as late), but in the mean time this show is a fun deviation from the standard. Shaggy and Scooby are still funny, but no longer only comic relief. They're still cowardly, but finally have the opportunity to use what seems to be (shock!) intelligence. They're the same old over-eating slackers as ever, but now actually seem to be getting on with their lives with the help of Uncle Albert's inheritance.<br /><br />I used to find most original Scooby-Doo jokes to be pure cheese and unintentionally hilarious at best, but this show actually exercises a capacity for real humor. Also, I never really like Casey Kasem as Shaggy anyway, so the new actor doesn't annoy me as much as he does other people. (I still think Billy West was the best, though)<br /><br />Overall, while not a great cartoon in the scope of all of cartoon history, still an achievement among other Scooby incarnations.",1,"I'm enjoying the new cartoon, despite its flaws, as it offers a fresh take on the Scooby-Doo franchise with a more cartoony style, humorous writing, and character development, particularly with Shaggy."
