prompt,answer,solution,solving,n_shots,cot,correct
"Solve the following expression as shown in the examples.

Expression: x= [ (4*17) -3] + (13*24)
Answer: x=[68-3] +312 = 65+312 = 377

Expression: x= [ (20+39) *7] - (21-12)
Answer: x=[59*7] -9 = 413-9 = 404

Expression: x= [ (26+45) +11] - (14+51)
Answer: x=[71+11] -65 = 82-65 = 17

Expression: x= [ (29+16) *12] + (87-79)
Answer: x=[45*12] +8 = 540+8 = 548

Expression: x= [ (83-52) *10] - (67-56)
Answer: x=[31*10] -11 = 310-11 = 299

Expression: x= [ (89-48) +85] - (1*1)
Answer:",125.0,125,Answer: x=[41+85] -1 = 126-1 = 125,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (75*8) +32] + (36+96)
Answer: x=[600+32] +132 = 632+132 = 764

Expression: x= [ (71-45) +85] + (26+55)
Answer: x=[26+85] +81 = 111+81 = 192

Expression: x= [ (90+88) -57] - (90-56)
Answer: x=[178-57] -34 = 121-34 = 87

Expression: x= [ (25*2) +93] - (56+58)
Answer: x=[50+93] -114 = 143-114 = 29

Expression: x= [ (87+63) -18] + (92-84)
Answer: x=[150-18] +8 = 132+8 = 140

Expression: x= [ (16+68) +35] - (9+26)
Answer:",84.0,84,Answer: x=[84+35] -35 = 119-35 = 84,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (53-14) +53] + (40+51)
Answer: x=[39+53] +91 = 92+91 = 183

Expression: x= [ (78-37) *19] - (40-3)
Answer: x=[41*19] -37 = 779-37 = 742

Expression: x= [ (98+1) +27] + (45*11)
Answer: x=[99+27] +495 = 126+495 = 621

Expression: x= [ (66+1) +13] + (43-11)
Answer: x=[67+13] +32 = 80+32 = 112

Expression: x= [ (23+86) *6] + (4+77)
Answer: x=[109*6] +81 = 654+81 = 735

Expression: x= [ (66+59) +13] - (1+78)
Answer:",59.0,59,Answer: x=[125+13] -79 = 138-79 = 59,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (86+97) -74] + (13*13)
Answer: x=[183-74] +169 = 109+169 = 278

Expression: x= [ (72-41) +31] * (86-82)
Answer: x=[31+31] *4 = 62*4 = 248

Expression: x= [ (82+63) -21] + (1*86)
Answer: x=[145-21] +86 = 124+86 = 210

Expression: x= [ (87+57) +12] + (73+66)
Answer: x=[144+12] +139 = 156+139 = 295

Expression: x= [ (77+58) -35] - (39-12)
Answer: x=[135-35] -27 = 100-27 = 73

Expression: x= [ (68-62) +32] + (26*7)
Answer:",220.0,220,Answer: x=[6+32] +182 = 38+182 = 220,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (20+32) +49] - (56+43)
Answer: x=[52+49] -99 = 101-99 = 2

Expression: x= [ (46+56) +96] + (41+73)
Answer: x=[102+96] +114 = 198+114 = 312

Expression: x= [ (44+48) -57] + (61+93)
Answer: x=[92-57] +154 = 35+154 = 189

Expression: x= [ (64+63) +51] + (95+24)
Answer: x=[127+51] +119 = 178+119 = 297

Expression: x= [ (58-23) +7] + (87-84)
Answer: x=[35+7] +3 = 42+3 = 45

Expression: x= [ (30*6) +41] - (68*1)
Answer:",153.0,153,Answer: x=[180+41] -68 = 221-68 = 153,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (96+81) +41] - (18+72)
Answer: x=[177+41] -90 = 218-90 = 128

Expression: x= [ (72-9) *4] + (71+90)
Answer: x=[63*4] +161 = 252+161 = 413

Expression: x= [ (1*55) +70] + (14+64)
Answer: x=[55+70] +78 = 125+78 = 203

Expression: x= [ (58+77) +56] - (30+87)
Answer: x=[135+56] -117 = 191-117 = 74

Expression: x= [ (41+49) +55] + (41-22)
Answer: x=[90+55] +19 = 145+19 = 164

Expression: x= [ (93+14) +59] - (9+72)
Answer:",85.0,85,Answer: x=[107+59] -81 = 166-81 = 85,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (30+8) +8] + (20+8)
Answer: x=[38+8] +28 = 46+28 = 74

Expression: x= [ (56+70) -7] + (47+1)
Answer: x=[126-7] +48 = 119+48 = 167

Expression: x= [ (84+36) +82] - (58+17)
Answer: x=[120+82] -75 = 202-75 = 127

Expression: x= [ (42*12) +73] + (58-49)
Answer: x=[504+73] +9 = 577+9 = 586

Expression: x= [ (58+65) -47] - (11+14)
Answer: x=[123-47] -25 = 76-25 = 51

Expression: x= [ (69+79) *3] + (79+31)
Answer:",554.0,554,Answer: x=[148*3] +110 = 444+110 = 554,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (49-35) -9] + (15-2)
Answer: x=[14-9] +13 = 5+13 = 18

Expression: x= [ (76+75) -84] + (17-7)
Answer: x=[151-84] +10 = 67+10 = 77

Expression: x= [ (30-19) *50] - (79-55)
Answer: x=[11*50] -24 = 550-24 = 526

Expression: x= [ (8-7) *23] + (41+64)
Answer: x=[1*23] +105 = 23+105 = 128

Expression: x= [ (65+45) -3] - (78-17)
Answer: x=[110-3] -61 = 107-61 = 46

Expression: x= [ (69-64) +53] + (79+18)
Answer:",155.0,155,Answer: x=[5+53] +97 = 58+97 = 155,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (86+43) -42] + (2+90)
Answer: x=[129-42] +92 = 87+92 = 179

Expression: x= [ (89+78) -55] - (77*1)
Answer: x=[167-55] -77 = 112-77 = 35

Expression: x= [ (82+89) +24] + (43*4)
Answer: x=[171+24] +172 = 195+172 = 367

Expression: x= [ (43*16) -14] + (1+62)
Answer: x=[688-14] +63 = 674+63 = 737

Expression: x= [ (94-83) *57] + (93+44)
Answer: x=[11*57] +137 = 627+137 = 764

Expression: x= [ (5*18) +62] + (30*19)
Answer:",722.0,722,Answer: x=[90+62] +570 = 152+570 = 722,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (42+19) -28] - (71-41)
Answer: x=[61-28] -30 = 33-30 = 3

Expression: x= [ (27+97) -17] - (89-33)
Answer: x=[124-17] -56 = 107-56 = 51

Expression: x= [ (19*24) +51] - (45-22)
Answer: x=[456+51] -23 = 507-23 = 484

Expression: x= [ (65+44) +89] - (81-72)
Answer: x=[109+89] -9 = 198-9 = 189

Expression: x= [ (69+29) +17] - (29-21)
Answer: x=[98+17] -8 = 115-8 = 107

Expression: x= [ (21+77) +47] + (1+90)
Answer:",236.0,236,Answer: x=[98+47] +91 = 145+91 = 236,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (70+39) +64] + (9+51)
Answer: x=[109+64] +60 = 173+60 = 233

Expression: x= [ (30*10) +87] - (85-32)
Answer: x=[300+87] -53 = 387-53 = 334

Expression: x= [ (70+69) +79] + (56-39)
Answer: x=[139+79] +17 = 218+17 = 235

Expression: x= [ (11+59) +65] + (51+77)
Answer: x=[70+65] +128 = 135+128 = 263

Expression: x= [ (21*11) *4] - (77-63)
Answer: x=[231*4] -14 = 924-14 = 910

Expression: x= [ (20-12) +75] + (60-19)
Answer:",124.0,124,Answer: x=[8+75] +41 = 83+41 = 124,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (66-40) +73] - (72+10)
Answer: x=[26+73] -82 = 99-82 = 17

Expression: x= [ (94-35) +21] + (8+7)
Answer: x=[59+21] +15 = 80+15 = 95

Expression: x= [ (65+43) +52] - (29+80)
Answer: x=[108+52] -109 = 160-109 = 51

Expression: x= [ (14+47) +57] + (39+60)
Answer: x=[61+57] +99 = 118+99 = 217

Expression: x= [ (20+46) -5] + (68+45)
Answer: x=[66-5] +113 = 61+113 = 174

Expression: x= [ (94-39) +13] - (44+21)
Answer:",3.0,3,Answer: x=[55+13] -65 = 68-65 = 3,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (64+8) -34] + (93+39)
Answer: x=[72-34] +132 = 38+132 = 170

Expression: x= [ (60+87) +95] - (3+26)
Answer: x=[147+95] -29 = 242-29 = 213

Expression: x= [ (72-67) +97] + (91-48)
Answer: x=[5+97] +43 = 102+43 = 145

Expression: x= [ (90-30) -46] + (48-8)
Answer: x=[60-46] +40 = 14+40 = 54

Expression: x= [ (42+55) -10] - (88-80)
Answer: x=[97-10] -8 = 87-8 = 79

Expression: x= [ (87-45) +89] + (52-36)
Answer:",147.0,147,Answer: x=[42+89] +16 = 131+16 = 147,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (76+56) +30] - (89-78)
Answer: x=[132+30] -11 = 162-11 = 151

Expression: x= [ (55+69) +33] - (88+59)
Answer: x=[124+33] -147 = 157-147 = 10

Expression: x= [ (47+70) +98] - (3*59)
Answer: x=[117+98] -177 = 215-177 = 38

Expression: x= [ (87*6) +68] - (69-45)
Answer: x=[522+68] -24 = 590-24 = 566

Expression: x= [ (17+82) +92] - (63+94)
Answer: x=[99+92] -157 = 191-157 = 34

Expression: x= [ (6*62) +77] - (30-21)
Answer:",440.0,440,Answer: x=[372+77] -9 = 449-9 = 440,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (68+27) +12] - (61+35)
Answer: x=[95+12] -96 = 107-96 = 11

Expression: x= [ (91+65) +17] - (78+18)
Answer: x=[156+17] -96 = 173-96 = 77

Expression: x= [ (51+18) -24] - (20-4)
Answer: x=[69-24] -16 = 45-16 = 29

Expression: x= [ (63-53) *96] - (45+20)
Answer: x=[10*96] -65 = 960-65 = 895

Expression: x= [ (46+4) +53] + (5+97)
Answer: x=[50+53] +102 = 103+102 = 205

Expression: x= [ (96-86) +36] + (91+30)
Answer:",167.0,167,Answer: x=[10+36] +121 = 46+121 = 167,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (95+3) +77] + (72+74)
Answer: x=[98+77] +146 = 175+146 = 321

Expression: x= [ (8-4) *62] + (53-13)
Answer: x=[4*62] +40 = 248+40 = 288

Expression: x= [ (82-4) -26] + (64+58)
Answer: x=[78-26] +122 = 52+122 = 174

Expression: x= [ (3+76) -49] - (85-70)
Answer: x=[79-49] -15 = 30-15 = 15

Expression: x= [ (34+79) +26] - (20+47)
Answer: x=[113+26] -67 = 139-67 = 72

Expression: x= [ (83+98) -87] + (85+90)
Answer:",269.0,269,Answer: x=[181-87] +175 = 94+175 = 269,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (87-38) +65] - (85+25)
Answer: x=[49+65] -110 = 114-110 = 4

Expression: x= [ (70+28) -98] + (68-52)
Answer: x=[98-98] +16 = 0+16 = 16

Expression: x= [ (77+29) +69] - (53+60)
Answer: x=[106+69] -113 = 175-113 = 62

Expression: x= [ (76-9) *5] + (61+85)
Answer: x=[67*5] +146 = 335+146 = 481

Expression: x= [ (83-6) -63] + (92+39)
Answer: x=[77-63] +131 = 14+131 = 145

Expression: x= [ (18+84) +63] + (3+61)
Answer:",229.0,229,Answer: x=[102+63] +64 = 165+64 = 229,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (66*3) +35] - (58+52)
Answer: x=[198+35] -110 = 233-110 = 123

Expression: x= [ (41-32) +78] - (69-5)
Answer: x=[9+78] -64 = 87-64 = 23

Expression: x= [ (50*4) -67] + (96-18)
Answer: x=[200-67] +78 = 133+78 = 211

Expression: x= [ (46+21) +88] - (70+19)
Answer: x=[67+88] -89 = 155-89 = 66

Expression: x= [ (73+45) +1] + (58*2)
Answer: x=[118+1] +116 = 119+116 = 235

Expression: x= [ (6+89) +15] + (62+81)
Answer:",253.0,253,Answer: x=[95+15] +143 = 110+143 = 253,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (93+24) -18] - (33+59)
Answer: x=[117-18] -92 = 99-92 = 7

Expression: x= [ (19+5) +63] + (3+91)
Answer: x=[24+63] +94 = 87+94 = 181

Expression: x= [ (96+49) -41] - (53+48)
Answer: x=[145-41] -101 = 104-101 = 3

Expression: x= [ (86-60) *29] - (16+57)
Answer: x=[26*29] -73 = 754-73 = 681

Expression: x= [ (7*53) -85] - (2+91)
Answer: x=[371-85] -93 = 286-93 = 193

Expression: x= [ (22+88) -3] + (37+43)
Answer:",187.0,187,Answer: x=[110-3] +80 = 107+80 = 187,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (16+90) -68] + (58+21)
Answer: x=[106-68] +79 = 38+79 = 117

Expression: x= [ (53-22) +1] + (74-4)
Answer: x=[31+1] +70 = 32+70 = 102

Expression: x= [ (53*1) +25] - (5+29)
Answer: x=[53+25] -34 = 78-34 = 44

Expression: x= [ (88+86) -30] + (8+57)
Answer: x=[174-30] +65 = 144+65 = 209

Expression: x= [ (9+91) -75] - (96-71)
Answer: x=[100-75] -25 = 25-25 = 0

Expression: x= [ (32+65) +87] + (54+94)
Answer:",332.0,332,Answer: x=[97+87] +148 = 184+148 = 332,5,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (70+52) *39] - (48*84)
Answer: x=726

Expression: x= [ (68-4) +77] - (93+34)
Answer: x=14

Expression: x= [ (44-32) +38] + (88+48)
Answer: x=186

Expression: x= [ (70-64) +12] + (65*8)
Answer: x=538

Expression: x= [ (50-11) +81] - (29+79)
Answer: x=12

Expression: x= [ (76+81) +91] + (45+11)
Answer:",253.0,304,Answer: x=[157+91] +56 = 248+56 = 304,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (61+68) -12] + (98-79)
Answer: x=136

Expression: x= [ (54+82) +8] - (17+54)
Answer: x=73

Expression: x= [ (95-65) *17] - (79-78)
Answer: x=509

Expression: x= [ (9+74) -19] + (87-12)
Answer: x=139

Expression: x= [ (53+78) +95] + (36+62)
Answer: x=324

Expression: x= [ (33+36) +66] - (4+98)
Answer:",123.0,33,Answer: x=[69+66] -102 = 135-102 = 33,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (9+29) -36] + (84*9)
Answer: x=758

Expression: x= [ (62-48) *52] - (42-11)
Answer: x=697

Expression: x= [ (3*66) -66] - (50+43)
Answer: x=39

Expression: x= [ (52+96) -17] + (66*6)
Answer: x=527

Expression: x= [ (88-9) +43] + (81+15)
Answer: x=218

Expression: x= [ (34-29) *58] - (40-30)
Answer:",444.0,280,Answer: x=[5*58] -10 = 290-10 = 280,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (78-48) -22] + (96+69)
Answer: x=173

Expression: x= [ (85-47) +93] + (81+21)
Answer: x=233

Expression: x= [ (97-83) +38] + (10*4)
Answer: x=92

Expression: x= [ (44+79) -69] + (50-11)
Answer: x=93

Expression: x= [ (72+17) -24] - (36+27)
Answer: x=2

Expression: x= [ (96+87) +2] + (26-7)
Answer:",215.0,204,Answer: x=[183+2] +19 = 185+19 = 204,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (38+65) +34] + (24*17)
Answer: x=545

Expression: x= [ (75+74) -45] * (44-35)
Answer: x=936

Expression: x= [ (30+55) +96] + (34+63)
Answer: x=278

Expression: x= [ (92*4) -24] + (43+98)
Answer: x=485

Expression: x= [ (88+12) -1] + (35+92)
Answer: x=226

Expression: x= [ (5*14) +91] + (15+51)
Answer:",246.0,227,Answer: x=[70+91] +66 = 161+66 = 227,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (44-39) +78] - (58+1)
Answer: x=24

Expression: x= [ (14+36) +9] + (26+29)
Answer: x=114

Expression: x= [ (96+30) -75] + (48*3)
Answer: x=195

Expression: x= [ (93+1) +59] - (37-1)
Answer: x=117

Expression: x= [ (68+71) -94] + (12+85)
Answer: x=142

Expression: x= [ (43-8) +51] + (36-29)
Answer:",64.0,93,Answer: x=[35+51] +7 = 86+7 = 93,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (18*21) +10] - (12+62)
Answer: x=314

Expression: x= [ (58-38) +70] + (71+54)
Answer: x=215

Expression: x= [ (89-83) +65] + (74+90)
Answer: x=235

Expression: x= [ (96+76) -68] - (45-10)
Answer: x=69

Expression: x= [ (64-20) -5] - (23+6)
Answer: x=10

Expression: x= [ (36+38) -20] + (31-13)
Answer:",41.0,72,Answer: x=[74-20] +18 = 54+18 = 72,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (62-18) +40] + (72+8)
Answer: x=164

Expression: x= [ (32+56) +28] + (9*51)
Answer: x=575

Expression: x= [ (82+87) +22] + (16*4)
Answer: x=255

Expression: x= [ (60+78) -98] - (45-8)
Answer: x=3

Expression: x= [ (76+30) -9] - (93-27)
Answer: x=31

Expression: x= [ (27*10) -73] + (93+24)
Answer:",143.0,314,Answer: x=[270-73] +117 = 197+117 = 314,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (60+71) +91] - (81+24)
Answer: x=117

Expression: x= [ (93-42) +3] + (39-16)
Answer: x=77

Expression: x= [ (66+21) +75] - (37-8)
Answer: x=133

Expression: x= [ (97+56) +84] - (37-15)
Answer: x=215

Expression: x= [ (45-2) +97] - (29+50)
Answer: x=61

Expression: x= [ (71+79) -50] + (37+11)
Answer:",141.0,148,Answer: x=[150-50] +48 = 100+48 = 148,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (96+25) +88] - (15+39)
Answer: x=155

Expression: x= [ (62+92) +92] - (70-59)
Answer: x=235

Expression: x= [ (89-3) +86] + (72+73)
Answer: x=317

Expression: x= [ (4*31) +13] + (35-17)
Answer: x=155

Expression: x= [ (65-40) +9] + (11+8)
Answer: x=53

Expression: x= [ (32+27) -15] + (76+98)
Answer:",241.0,218,Answer: x=[59-15] +174 = 44+174 = 218,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (24+2) *89] - (40*46)
Answer: x=474

Expression: x= [ (26+16) +19] + (18+92)
Answer: x=171

Expression: x= [ (60+79) -79] + (12*46)
Answer: x=612

Expression: x= [ (11+2) *57] - (18+16)
Answer: x=707

Expression: x= [ (72-32) +96] + (82-10)
Answer: x=208

Expression: x= [ (58+90) +27] + (49+17)
Answer:",242.0,241,Answer: x=[148+27] +66 = 175+66 = 241,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (65+82) -87] - (6+41)
Answer: x=13

Expression: x= [ (64+16) *4] + (67-19)
Answer: x=368

Expression: x= [ (28*22) -77] - (1+65)
Answer: x=473

Expression: x= [ (37+74) +44] + (49+61)
Answer: x=265

Expression: x= [ (76+89) +42] - (29+27)
Answer: x=151

Expression: x= [ (80*49) -27] - (57*57)
Answer:",,644,Answer: x=[3920-27] -3249 = 3893-3249 = 644,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (89-12) -68] + (64-33)
Answer: x=40

Expression: x= [ (96+62) -45] - (42+62)
Answer: x=9

Expression: x= [ (51-32) +39] + (76-72)
Answer: x=62

Expression: x= [ (88-6) +57] + (89+4)
Answer: x=232

Expression: x= [ (80+61) +60] - (47+71)
Answer: x=83

Expression: x= [ (89+17) +40] + (84-50)
Answer:",140.0,180,Answer: x=[106+40] +34 = 146+34 = 180,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (96-12) +6] + (46+83)
Answer: x=219

Expression: x= [ (7+5) +54] - (38-1)
Answer: x=29

Expression: x= [ (92+23) +76] + (84-42)
Answer: x=233

Expression: x= [ (42+8) +73] - (83-56)
Answer: x=96

Expression: x= [ (83+45) +23] + (81-14)
Answer: x=218

Expression: x= [ (63-22) -29] + (80-23)
Answer:",78.0,69,Answer: x=[41-29] +57 = 12+57 = 69,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (68+45) -55] + (9+34)
Answer: x=101

Expression: x= [ (59-43) *20] - (23+12)
Answer: x=285

Expression: x= [ (80-70) +74] + (97+11)
Answer: x=192

Expression: x= [ (80+29) +42] - (69-30)
Answer: x=112

Expression: x= [ (57+64) -26] + (86-16)
Answer: x=165

Expression: x= [ (14*35) +94] + (69-6)
Answer:",511.0,647,Answer: x=[490+94] +63 = 584+63 = 647,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (94+79) +83] - (86-58)
Answer: x=228

Expression: x= [ (95+8) -79] + (88-8)
Answer: x=104

Expression: x= [ (11*63) -91] - (83-44)
Answer: x=563

Expression: x= [ (84+56) -71] + (74+39)
Answer: x=182

Expression: x= [ (90-42) -8] + (66+14)
Answer: x=120

Expression: x= [ (82+8) +89] + (32-1)
Answer:",219.0,210,Answer: x=[90+89] +31 = 179+31 = 210,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (50+25) +35] + (32+57)
Answer: x=199

Expression: x= [ (78+95) -50] + (60-5)
Answer: x=178

Expression: x= [ (53*16) +47] - (21+32)
Answer: x=842

Expression: x= [ (17+72) +25] - (47-25)
Answer: x=92

Expression: x= [ (24*21) +6] + (54+17)
Answer: x=581

Expression: x= [ (55+79) -29] - (20+54)
Answer:",151.0,31,Answer: x=[134-29] -74 = 105-74 = 31,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (80+70) -16] + (17*5)
Answer: x=219

Expression: x= [ (76+89) -14] - (26+55)
Answer: x=70

Expression: x= [ (58+85) +8] + (26-17)
Answer: x=160

Expression: x= [ (88-39) +42] + (6+2)
Answer: x=99

Expression: x= [ (66-57) +91] - (1+76)
Answer: x=23

Expression: x= [ (26+87) -4] - (51-50)
Answer:",144.0,108,Answer: x=[113-4] -1 = 109-1 = 108,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (87+68) +83] - (97-8)
Answer: x=149

Expression: x= [ (94+9) +84] - (71-46)
Answer: x=162

Expression: x= [ (89-11) -43] + (38+96)
Answer: x=169

Expression: x= [ (80+98) +2] + (5*50)
Answer: x=430

Expression: x= [ (96-27) +98] + (11-9)
Answer: x=169

Expression: x= [ (9+6) +76] + (12+38)
Answer:",141.0,141,Answer: x=[15+76] +50 = 91+50 = 141,5,False,True
"Solve the following expression as shown in the examples.

Expression: x= [ (93+26) +64] - (96-55)
Answer: x=142

Expression: x= [ (53+14) +8] - (1+49)
Answer: x=25

Expression: x= [ (45+64) -5] - (21-13)
Answer: x=96

Expression: x= [ (31+97) +46] + (3+4)
Answer: x=181

Expression: x= [ (12+90) -47] + (25-24)
Answer: x=56

Expression: x= [ (40-34) +74] + (4+72)
Answer:",102.0,156,Answer: x=[6+74] +76 = 80+76 = 156,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (34+52) -61] + (62-60)
Answer: x=27

Expression: x= [ (43+98) +98] - (88+76)
Answer: x=75

Expression: x= [ (95-7) +21] - (90-34)
Answer: x=53

Expression: x= [ (56+45) -45] - (27+4)
Answer: x=25

Expression: x= [ (43+58) -9] + (35+18)
Answer: x=145

Expression: x= [ (41*31) -81] - (8*97)
Answer:",-144.0,414,Answer: x=[1271-81] -776 = 1190-776 = 414,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (11*18) -75] - (33+55)
Answer: x=35

Expression: x= [ (75+88) +16] + (73-21)
Answer: x=231

Expression: x= [ (48-14) +97] + (30+85)
Answer: x=246

Expression: x= [ (82-68) +50] * (45-36)
Answer: x=576

Expression: x= [ (93+76) -82] + (96-30)
Answer: x=153

Expression: x= [ (26+22) -27] + (73-11)
Answer:",130.0,83,Answer: x=[48-27] +62 = 21+62 = 83,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (2*81) -75] - (93-73)
Answer: x=67

Expression: x= [ (38+96) -33] + (23*30)
Answer: x=791

Expression: x= [ (85+87) -58] + (89-54)
Answer: x=149

Expression: x= [ (64+91) +33] - (33+33)
Answer: x=122

Expression: x= [ (24*34) -29] - (50+53)
Answer: x=684

Expression: x= [ (58+74) +3] - (1*6)
Answer:",134.0,129,Answer: x=[132+3] -6 = 135-6 = 129,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (75-65) +13] + (14-1)
Answer: x=36

Expression: x= [ (25+83) -14] + (78+37)
Answer: x=209

Expression: x= [ (86-75) +74] - (16-12)
Answer: x=81

Expression: x= [ (44+70) -22] + (97+3)
Answer: x=192

Expression: x= [ (9+15) -23] + (52+20)
Answer: x=73

Expression: x= [ (36+42) +29] + (78+76)
Answer:",223.0,261,Answer: x=[78+29] +154 = 107+154 = 261,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (92-25) -10] + (26+43)
Answer: x=126

Expression: x= [ (71*38) -49] - (94*22)
Answer: x=581

Expression: x= [ (83+92) +79] - (16+27)
Answer: x=211

Expression: x= [ (62+79) +60] - (76+43)
Answer: x=82

Expression: x= [ (26-20) *62] - (55-45)
Answer: x=362

Expression: x= [ (10+55) +54] + (31*11)
Answer:",751.0,460,Answer: x=[65+54] +341 = 119+341 = 460,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (68+66) +27] - (59+3)
Answer: x=99

Expression: x= [ (73-46) -18] - (43-39)
Answer: x=5

Expression: x= [ (55+29) -41] + (54+86)
Answer: x=183

Expression: x= [ (16-8) +90] + (11*72)
Answer: x=890

Expression: x= [ (80+50) +58] + (50+31)
Answer: x=269

Expression: x= [ (80+41) -27] + (56+4)
Answer:",153.0,154,Answer: x=[121-27] +60 = 94+60 = 154,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (40+38) +91] - (21*1)
Answer: x=148

Expression: x= [ (10+82) -4] - (59-28)
Answer: x=57

Expression: x= [ (63+44) -39] + (86+89)
Answer: x=243

Expression: x= [ (43-11) -14] + (8+6)
Answer: x=32

Expression: x= [ (33+62) +49] + (69+30)
Answer: x=243

Expression: x= [ (8+17) -1] - (84-63)
Answer:",43.0,3,Answer: x=[25-1] -21 = 24-21 = 3,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (39+43) +81] - (15+92)
Answer: x=56

Expression: x= [ (50*4) -88] - (25+52)
Answer: x=35

Expression: x= [ (64+40) -26] + (57-28)
Answer: x=107

Expression: x= [ (44+74) +77] - (36+73)
Answer: x=86

Expression: x= [ (63+42) -95] + (73+44)
Answer: x=127

Expression: x= [ (83+94) -42] + (98+75)
Answer:",204.0,308,Answer: x=[177-42] +173 = 135+173 = 308,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (69-59) *48] - (65+36)
Answer: x=379

Expression: x= [ (85-63) +55] + (95-91)
Answer: x=81

Expression: x= [ (84-67) +2] * (23+16)
Answer: x=741

Expression: x= [ (90+2) -74] * (69-62)
Answer: x=126

Expression: x= [ (53-13) +66] + (54+91)
Answer: x=251

Expression: x= [ (75-11) +48] + (49+75)
Answer:",242.0,236,Answer: x=[64+48] +124 = 112+124 = 236,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (84-25) +17] + (93-42)
Answer: x=127

Expression: x= [ (17-1) +73] * (52-51)
Answer: x=89

Expression: x= [ (74+8) +80] - (49-1)
Answer: x=114

Expression: x= [ (50-5) *7] + (95-74)
Answer: x=336

Expression: x= [ (90+60) -55] - (59+1)
Answer: x=35

Expression: x= [ (50+45) -27] + (88+13)
Answer:",161.0,169,Answer: x=[95-27] +101 = 68+101 = 169,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (47+50) +9] + (60+84)
Answer: x=250

Expression: x= [ (23+41) +97] - (41+24)
Answer: x=96

Expression: x= [ (77*8) -95] + (7+32)
Answer: x=560

Expression: x= [ (16+2) +69] + (11*39)
Answer: x=516

Expression: x= [ (51+13) +54] + (83+64)
Answer: x=265

Expression: x= [ (66+35) -8] - (2+13)
Answer:",246.0,78,Answer: x=[101-8] -15 = 93-15 = 78,5,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (79+17) -50] + (76-56)
Answer: x=66

Expression: x= [ (36+84) -46] + (29+43)
Answer: x=146

Expression: x= [ (59-31) -20] * (31+27)
Answer: x=464

Expression: x= [ (12*34) +32] - (89+80)
Answer: x=271

Expression: x= [ (4+62) +73] + (86+91)
Answer: x=316

Expression: x= [ (36+12) -9] + (5*33)
Answer:",246.0,204,Answer: x=[48-9] +165 = 39+165 = 204,5,False,False
